material_category,condition,weight_kg,target_rate_inr
lcd_panel,damaged,26.581000351037257,29.67
magnet_assembly,mixed,80.82564902585511,53.01
mixed_plastic,good,12.86095878497791,14.29
lcd_panel,damaged,45.102607487863466,30.2
lcd_panel,damaged,39.05400849287949,29.88
mixed_plastic,mixed,30.449664904822534,11.66
cable,damaged,42.000684057728826,50.57
lcd_panel,damaged,8.833323570162676,34.68
crt,good,45.43935539001678,30.13
cable,damaged,0.5,60.75
mixed_plastic,damaged,98.34728043341212,11.5
lcd_panel,damaged,48.64940874409383,35.41
motor,damaged,79.23835905504865,34.86
cable,damaged,23.973606905264653,63.65
mixed_plastic,mixed,14.619877077599206,11.88
crt,good,29.17623289278189,29.95
mixed_plastic,good,91.41338746768845,14.99
crt,good,1.5839321590631528,30.74
cable,damaged,58.97422230972518,51.8
cable,damaged,26.83707596322388,53.42
crt,mixed,56.3101948464107,23.78
other,good,81.54686737043467,10.81
mixed_plastic,good,10.873626218977506,15.42
cable,good,13.27539310261924,78.35
motor,damaged,45.768384485931506,31.27
battery,damaged,48.37712508759393,51.22
mixed_plastic,good,34.865924696009344,14.51
pcb,good,55.81272221302952,129.07
crt,damaged,0.5,18.91
battery,good,53.71916986117638,75.74
lcd_panel,damaged,105.88141540115976,28.01
pcb,damaged,88.77527147795985,80.68
mixed_plastic,mixed,27.52631602593204,12.04
motor,damaged,69.17443813717689,39.94
pcb,good,22.912390493868223,129.05
cable,good,66.62202965896924,78.99
battery,good,0.5,76.86
battery,damaged,37.71599177248693,46.24
mixed_plastic,damaged,173.07441480722014,10.68
cable,damaged,104.40463600721252,53.31
magnet_assembly,damaged,10.09432404809484,40.67
crt,good,49.90876260963479,30.12
mixed_plastic,good,67.80417019330827,15.7
lcd_panel,mixed,18.043173763249406,31.52
motor,good,75.29816866569203,49.07
mixed_plastic,damaged,31.032872995841405,10.21
lcd_panel,damaged,84.65670341818216,35.34
lcd_panel,good,19.226616636348027,48.08
mixed_plastic,damaged,39.83382589320602,10.05
battery,good,11.330683274222011,69.31
mixed_plastic,good,8.903857938959561,16.05
mixed_plastic,good,35.069270162347436,15.08
battery,good,103.28304770867095,76.07
pcb,damaged,0.5,81.21
cable,good,9.46527969634704,80.69
magnet_assembly,mixed,0.5,43.14
pcb,damaged,73.4956679922405,76.0
other,damaged,106.5674915332436,6.17
pcb,mixed,10.94481405919683,86.77
cable,damaged,1.7434786416380206,57.91
battery,damaged,127.50217207849352,44.67
lcd_panel,mixed,0.5,36.01
motor,mixed,78.86323580470614,44.41
lcd_panel,mixed,38.50910031538151,32.09
crt,mixed,105.94121098828653,26.1
mixed_plastic,mixed,113.8739917842337,12.03
crt,damaged,63.074216024417495,23.21
mixed_plastic,mixed,0.5,11.86
mixed_plastic,damaged,90.40649814108619,11.11
lcd_panel,good,1.572680567724916,48.03
mixed_plastic,good,7.473065770425997,15.52
battery,good,66.58531580965352,70.36
crt,mixed,120.51961261503082,22.9
crt,mixed,45.014090466998276,25.34
battery,good,59.99716105052757,73.93
crt,good,27.54067900935905,30.42
mixed_plastic,good,45.40791004963745,15.3
other,good,72.67086904736718,10.97
motor,good,15.687158872855136,48.44
crt,good,43.3600651751775,30.57
mixed_plastic,good,94.97141473322083,16.06
cable,good,107.12243108492984,79.28
mixed_plastic,damaged,27.78220828539994,10.71
mixed_plastic,mixed,50.87462968728891,13.26
magnet_assembly,good,136.91798997443456,59.31
mixed_plastic,damaged,77.93553737224356,11.49
battery,good,79.24002507141925,76.66
motor,damaged,71.5373982886581,35.3
other,damaged,62.398746439388205,7.02
magnet_assembly,good,70.87380438448469,62.08
mixed_plastic,damaged,83.12235259573237,11.97
mixed_plastic,damaged,92.8432200161122,11.57
crt,damaged,65.04710205134938,23.76
pcb,damaged,103.66997935006391,72.57
motor,damaged,87.59923272371282,33.96
other,good,34.41828821667386,10.83
other,damaged,23.85955202667838,7.77
cable,good,83.70824074793804,79.15
motor,good,21.223358368796763,53.38
cable,damaged,108.73296533423837,63.06
mixed_plastic,damaged,57.6170142026114,11.0
magnet_assembly,good,22.569263686187305,58.14
motor,good,53.45720756350169,51.54
motor,damaged,33.03584737663604,30.64
motor,damaged,49.96293495079389,36.01
motor,damaged,29.14311823661457,34.06
motor,damaged,125.84149980615756,38.52
crt,damaged,45.03363170132723,21.95
motor,damaged,132.11366452319484,37.54
crt,good,75.77166105045016,30.88
battery,damaged,0.5,47.68
motor,good,103.31275177425071,49.51
cable,good,116.93455784610094,83.25
magnet_assembly,damaged,26.421904002451264,38.61
cable,damaged,41.7064490986712,50.32
crt,mixed,86.60079699679824,24.65
magnet_assembly,damaged,73.5400314504478,46.98
magnet_assembly,good,76.67489380303164,65.31
mixed_plastic,damaged,65.70536462603872,10.53
lcd_panel,good,68.14342094036874,46.38
lcd_panel,good,75.28483788911245,44.01
battery,mixed,25.090097599923737,49.35
pcb,good,88.08734973747079,118.19
mixed_plastic,good,35.06395915060977,14.75
other,good,79.86445458408629,10.19
pcb,damaged,63.02311267148281,95.29
other,mixed,48.430541052050245,7.17
crt,damaged,0.5,18.87
crt,good,0.5,29.66
other,damaged,44.04609939351545,6.73
magnet_assembly,good,75.15074316362848,62.34
other,damaged,35.70515614333616,7.35
cable,good,71.98732745161038,80.64
other,damaged,122.05720397065951,7.1
crt,good,68.40217365785777,29.72
mixed_plastic,damaged,59.060214084611545,11.65
crt,mixed,50.210124532380355,23.63
crt,damaged,93.14683030112042,18.29
other,damaged,14.389823198053854,7.71
pcb,good,0.5,116.12
crt,damaged,76.51481720418522,19.27
other,damaged,53.02397957803748,6.23
motor,mixed,24.668592586154222,35.87
other,good,73.44316137361454,9.55
motor,damaged,88.53804889142165,34.23
mixed_plastic,damaged,119.572925609683,9.34
motor,damaged,102.83000511304641,31.72
motor,damaged,56.77500205086445,35.56
magnet_assembly,damaged,58.15150212827234,47.16
other,damaged,102.51660158864546,6.68
magnet_assembly,good,117.76392313647895,59.04
motor,mixed,14.561079670139975,37.68
cable,damaged,0.5,55.01
other,good,37.66122667160381,9.86
lcd_panel,damaged,67.40952548740526,30.23
pcb,good,116.88187528017365,127.44
magnet_assembly,good,101.8433379631774,59.51
mixed_plastic,mixed,31.32230896984719,11.24
mixed_plastic,mixed,127.5844763442978,12.07
motor,damaged,101.49570594633234,35.28
crt,good,33.607950248258675,31.62
motor,good,81.33434842096125,50.14
pcb,good,24.356749338465782,126.19
pcb,good,76.36217375653679,124.98
lcd_panel,good,30.741568938692446,48.5
crt,mixed,0.5,24.27
cable,good,49.04526383981086,81.26
lcd_panel,mixed,0.5,39.21
other,good,9.527859159649125,10.2
crt,mixed,82.41989996601069,26.33
motor,damaged,17.796192758779647,33.37
crt,mixed,57.53903044072412,23.84
lcd_panel,good,4.476761561739508,47.24
other,good,38.99973075394195,10.83
mixed_plastic,mixed,93.3679297617417,11.93
crt,mixed,58.412121608879815,23.6
pcb,damaged,69.02353743714329,79.3
magnet_assembly,good,0.5,65.67
other,good,47.14633210838622,9.59
crt,good,84.04983126917642,29.24
lcd_panel,damaged,67.40313352743439,29.95
battery,mixed,37.78119883008526,57.91
motor,damaged,32.8330424140287,30.15
lcd_panel,damaged,65.35037159107702,28.24
crt,damaged,0.5,22.38
magnet_assembly,mixed,51.36118345386724,51.66
crt,damaged,28.416351170514737,20.39
crt,damaged,85.796422241073,19.56
magnet_assembly,good,52.47533411548541,57.51
pcb,damaged,12.897866767530878,90.92
crt,damaged,0.5,19.9
battery,good,17.411272750634737,67.07
cable,mixed,22.793223931990966,64.57
other,damaged,50.53058572335893,7.62
lcd_panel,mixed,29.025601772736664,33.42
crt,damaged,71.55267712724492,23.59
battery,good,42.73452267811668,70.6
motor,damaged,73.13209128445116,31.59
cable,damaged,113.71804792835562,59.92
other,good,76.55456359726699,10.76
magnet_assembly,damaged,22.0234183950685,38.72
magnet_assembly,mixed,56.467941068190115,51.38
crt,good,119.35050766086167,32.96
magnet_assembly,good,52.40578709132064,65.18
pcb,mixed,21.836494576305068,101.16
other,good,24.96837224881513,10.37
pcb,damaged,15.463387807287376,79.89
other,damaged,99.12550397146153,6.36
motor,damaged,85.12729659881218,32.06
magnet_assembly,damaged,19.186957391293973,46.25
motor,good,47.5352782083091,52.45
other,mixed,99.16201225390463,8.86
lcd_panel,damaged,55.49302303420916,31.33
pcb,mixed,106.35686241086891,99.09
pcb,good,66.74291543964618,122.7
battery,good,64.38143774071476,67.11
cable,good,15.975469881922088,80.55
mixed_plastic,good,28.359725368684025,16.08
battery,mixed,55.408283242546375,58.19
cable,damaged,91.34255820260748,59.17
motor,damaged,0.5882670445726461,30.53
crt,damaged,51.679137335064034,19.9
battery,good,18.0459079574968,72.73
cable,good,92.28547075203716,79.48
mixed_plastic,good,66.51922262100189,14.3
lcd_panel,good,38.281815369458215,48.88
cable,good,30.707457162547882,82.49
battery,good,93.9593342976786,70.44
crt,damaged,71.15098713435543,21.85
magnet_assembly,mixed,45.32507486535148,46.35
magnet_assembly,good,55.494913551928946,62.78
other,damaged,19.7410840819065,6.87
other,good,65.50393312849445,10.26
crt,mixed,16.92541775720686,26.01
lcd_panel,damaged,29.770959882786485,34.69
crt,good,97.06787972670763,28.88
cable,damaged,75.50423248924835,53.53
crt,good,60.35079220975686,29.34
crt,good,13.097109105651825,30.06
battery,good,112.15835635651416,73.6
battery,good,25.154476447504088,68.51
magnet_assembly,good,84.4960915503558,57.33
pcb,mixed,80.01005783895725,91.43
pcb,damaged,16.011868096624283,86.49
cable,good,67.62078425523664,79.41
cable,damaged,13.241235157808873,55.27
lcd_panel,mixed,74.03150862673749,36.05
other,good,0.5,10.9
other,damaged,75.58026050452251,6.27
mixed_plastic,mixed,74.68963467101491,11.41
pcb,damaged,8.178820573037875,91.26
crt,damaged,48.94956826920591,20.76
mixed_plastic,damaged,6.158180149861934,9.73
pcb,damaged,0.5,72.32
magnet_assembly,damaged,50.2785689376775,38.19
crt,damaged,17.88767860204971,22.43
magnet_assembly,good,10.188453329808198,59.68
pcb,good,0.5,125.77
motor,good,58.97668831776465,48.45
battery,mixed,70.07164671110564,49.61
motor,good,26.338111693114175,51.15
other,good,10.981598892959482,10.82
magnet_assembly,damaged,40.24407346206861,44.26
battery,damaged,42.88616898386309,54.71
cable,good,60.80234483851915,81.9
motor,mixed,34.690762802862224,39.1
crt,good,12.542157934039615,32.75
magnet_assembly,mixed,2.646294357933236,48.65
magnet_assembly,damaged,84.4482822426413,43.87
battery,damaged,79.67551001523256,45.71
other,damaged,18.69605610325644,6.89
crt,good,78.28129438443139,31.45
battery,mixed,81.45624847983265,56.26
motor,good,27.618148588421242,51.86
lcd_panel,good,49.9465201919176,45.71
battery,mixed,94.9687521275938,55.42
mixed_plastic,mixed,29.453772321227568,12.92
pcb,good,92.48008809222284,131.31
mixed_plastic,damaged,0.5,11.94
cable,good,11.729226731817285,87.07
lcd_panel,good,149.89660505679416,46.53
other,damaged,51.84025546945364,7.52
magnet_assembly,mixed,15.733577962663539,47.59
motor,mixed,20.52030677373888,38.69
magnet_assembly,damaged,26.93592893028116,40.88
cable,damaged,20.481657746999357,55.3
other,mixed,39.14258657750448,7.21
crt,mixed,57.712313535879574,26.47
other,mixed,111.29461323396518,8.94
mixed_plastic,mixed,0.5,12.14
crt,mixed,43.508702113303436,23.65
other,mixed,48.986109009983025,7.74
other,damaged,64.95348580006679,6.87
mixed_plastic,damaged,84.06305280984739,9.07
cable,damaged,84.26949685881834,50.61
mixed_plastic,good,65.9219286603705,15.24
lcd_panel,mixed,0.5,33.79
mixed_plastic,good,115.03501222166868,15.87
other,good,72.69954884519915,9.5
mixed_plastic,damaged,8.650605331677255,9.24
lcd_panel,damaged,87.57253755393877,28.14
lcd_panel,good,44.83756253752365,42.95
lcd_panel,damaged,110.3576105696085,35.93
crt,damaged,34.33475579172557,18.32
crt,damaged,61.20169044239837,23.57
crt,mixed,60.20358785749926,26.05
battery,mixed,21.14202627210231,58.0
pcb,good,53.13955563461825,122.77
lcd_panel,damaged,42.16858916125675,29.47
crt,damaged,8.309136478110062,18.43
lcd_panel,mixed,88.66177002082449,31.78
crt,good,22.946673942229992,30.13
motor,damaged,53.12480278384396,31.2
mixed_plastic,mixed,63.82488474437271,11.24
crt,damaged,0.5,22.88
motor,good,32.39654878989491,53.04
other,good,101.58252896661784,10.02
crt,damaged,51.42089723111828,19.61
other,damaged,93.85738247504307,7.11
crt,good,77.75870060817499,29.23
battery,good,65.15334530757913,71.27
cable,good,77.81508945606916,78.33
mixed_plastic,good,158.12110257620333,14.68
lcd_panel,damaged,40.773533334411674,29.68
other,good,32.922912958684186,9.88
magnet_assembly,good,8.139850834914306,60.88
mixed_plastic,damaged,60.848765155929854,10.86
crt,mixed,96.42445670774633,21.15
magnet_assembly,damaged,0.5,36.74
pcb,good,61.64027449855257,114.33
crt,good,8.976373894515476,30.61
battery,damaged,64.78963210561454,49.18
pcb,mixed,64.33378044304013,94.18
magnet_assembly,good,2.1376828553325424,61.65
pcb,damaged,0.5,76.36
mixed_plastic,damaged,66.61900606024996,9.56
battery,good,101.9478960126767,74.21
mixed_plastic,damaged,153.90333610823052,9.65
battery,damaged,65.24185335600839,49.29
pcb,good,64.11367336551575,119.03
cable,damaged,72.9211734420562,60.17
cable,damaged,68.2159268391286,49.86
battery,mixed,128.36841440447213,55.96
magnet_assembly,damaged,31.689448582747765,40.86
motor,good,0.5,54.35
crt,good,35.968871775937835,32.26
magnet_assembly,mixed,6.885087454874991,46.03
other,damaged,90.96293767064387,7.4
cable,damaged,0.5,50.21
pcb,damaged,23.004860142795298,81.69
crt,mixed,67.1645386051645,22.02
lcd_panel,good,81.84190296343004,46.82
crt,mixed,75.83561681103569,24.26
lcd_panel,mixed,6.038209937805092,33.99
motor,damaged,45.372140683373296,33.27
crt,mixed,74.30262508485507,26.02
battery,damaged,0.5,49.69
crt,damaged,43.9094466633002,18.34
pcb,damaged,62.99223300840492,94.35
pcb,damaged,54.46520084972725,78.58
other,damaged,36.005930248874876,6.24
motor,damaged,41.895329295827224,38.4
battery,damaged,6.053801475116657,47.51
other,mixed,0.5,8.54
cable,mixed,21.337060463035794,69.27
pcb,good,82.38377743887543,124.31
mixed_plastic,damaged,138.3367636461882,10.35
crt,damaged,26.226005890415816,19.4
mixed_plastic,good,0.5,14.91
mixed_plastic,mixed,100.34837832793069,11.32
motor,good,55.409168447067266,52.8
cable,damaged,69.96195341931895,59.43
cable,damaged,106.63665429823435,58.82
crt,damaged,16.832962819707816,20.3
lcd_panel,mixed,6.566993108150534,40.0
battery,damaged,134.567008717675,54.53
lcd_panel,mixed,30.99408531042083,33.58
battery,good,96.94043433437419,68.35
lcd_panel,damaged,38.603506084901404,33.03
motor,mixed,75.60678544492201,41.03
battery,good,41.43398757155245,69.08
cable,damaged,83.48617945325537,48.81
battery,mixed,93.97948101332325,56.92
other,damaged,42.45153601040664,6.69
motor,damaged,44.10639093513975,39.01
magnet_assembly,damaged,88.55701692222283,36.49
mixed_plastic,good,45.56834097248897,15.65
magnet_assembly,damaged,38.34042314986592,46.73
other,damaged,21.047850225933193,7.38
magnet_assembly,good,29.508194149561128,61.35
cable,damaged,82.80929593223937,59.46
other,damaged,82.69224814953304,6.08
mixed_plastic,mixed,7.936344268752407,12.51
pcb,damaged,3.903096825560368,88.63
battery,good,63.64863369968133,75.77
lcd_panel,damaged,110.01098436003952,32.2
crt,mixed,51.97312663179375,24.69
mixed_plastic,damaged,78.89787940883917,10.5
lcd_panel,damaged,4.989404407693613,34.54
other,good,6.258708541613096,10.82
crt,damaged,118.29319238236891,20.06
cable,damaged,19.167247890852423,49.6
magnet_assembly,good,111.94557180096146,61.84
other,good,62.80866311795316,10.05
motor,damaged,18.268226725944867,36.4
pcb,damaged,67.31378215401108,94.34
mixed_plastic,good,79.84694552316175,14.37
magnet_assembly,damaged,54.67092399978392,47.2
mixed_plastic,good,45.494147324492445,15.02
motor,damaged,68.0330125829615,35.16
pcb,damaged,57.2042186986166,75.93
mixed_plastic,mixed,20.747015722055657,11.63
lcd_panel,good,15.246156867262783,47.22
other,damaged,92.55095935142307,7.63
motor,good,16.151468588490594,54.11
motor,damaged,85.3293030123592,30.15
mixed_plastic,damaged,50.84694347511507,11.36
pcb,good,64.6840741001572,126.94
motor,damaged,17.91202367859283,33.34
magnet_assembly,damaged,4.113619559531543,43.57
pcb,damaged,57.40271321807844,78.92
mixed_plastic,good,74.17652650254722,15.15
motor,damaged,11.375850063252535,32.64
crt,damaged,113.96138497579305,21.91
cable,good,10.606490876705053,79.23
mixed_plastic,damaged,72.73923087225083,11.01
battery,good,78.9836711489249,69.2
pcb,good,67.93941816785761,121.47
pcb,good,0.5,123.29
lcd_panel,mixed,34.962571203456825,39.65
lcd_panel,good,113.17751566779438,45.8
pcb,good,25.529614419816603,121.86
cable,good,34.74042340703629,78.47
motor,damaged,0.5,36.62
pcb,damaged,12.764590251872221,92.86
pcb,damaged,111.09717547520725,73.61
lcd_panel,damaged,31.76620504678851,34.8
lcd_panel,good,72.99682063219193,42.84
other,good,51.83681969791066,9.7
magnet_assembly,good,100.2575546951612,58.23
magnet_assembly,good,0.5,65.76
lcd_panel,good,90.90051174784065,45.17
magnet_assembly,damaged,79.0980541509087,39.95
crt,damaged,82.2896955109412,21.26
lcd_panel,damaged,28.40245168873373,30.74
crt,damaged,0.5,21.39
motor,damaged,72.38263971469175,34.82
crt,damaged,44.15449217868901,22.81
cable,damaged,88.41508594952626,63.72
battery,mixed,48.354113410755104,57.08
pcb,damaged,44.68194607161219,73.07
mixed_plastic,good,114.49754544491707,16.07
mixed_plastic,damaged,24.743897777337672,9.01
other,damaged,52.10105472861265,6.24
cable,good,67.49391730431229,76.45
magnet_assembly,mixed,47.6367573885974,45.13
crt,good,19.23201842314594,28.93
cable,damaged,59.76650218347473,57.55
mixed_plastic,good,10.669476923202296,15.04
motor,mixed,44.419270644005536,35.48
motor,mixed,34.51002536084191,36.41
magnet_assembly,damaged,6.102416938601635,40.15
pcb,good,25.98457228515577,130.09
lcd_panel,mixed,55.58614758261403,40.5
magnet_assembly,damaged,75.76308297833798,38.81
pcb,good,56.155644459257054,114.34
magnet_assembly,good,54.5382416022621,63.59
motor,good,57.43350515611012,49.08
mixed_plastic,good,0.5,16.14
motor,damaged,42.13282406852798,31.37
motor,mixed,95.60494327090115,44.61
pcb,good,132.73155403367502,122.2
other,damaged,14.158831427760006,6.69
crt,mixed,92.94229432131645,24.41
mixed_plastic,good,33.63494366067023,15.76
crt,damaged,56.42059473329011,19.33
motor,damaged,87.81803113065975,32.72
battery,good,25.12023435289379,69.12
cable,damaged,115.60588904102299,51.42
cable,good,37.80245735544443,82.29
motor,good,0.5,53.45
other,damaged,106.75716016714941,6.2
lcd_panel,good,55.8299847814748,43.11
crt,good,104.31286300464804,28.68
pcb,damaged,61.98130012172848,72.75
mixed_plastic,damaged,26.9495228388691,10.32
pcb,good,51.27037826325803,128.42
crt,good,53.026941624535446,29.32
battery,damaged,133.6211960788645,45.6
battery,mixed,82.88928728157364,49.21
magnet_assembly,good,135.83299700305955,60.92
lcd_panel,damaged,0.5,27.62
magnet_assembly,good,117.23694795183563,61.8
other,good,66.09596388788046,9.71
other,damaged,44.93761760722639,7.06
magnet_assembly,damaged,88.21506225113285,36.62
cable,good,0.5,82.73
mixed_plastic,mixed,25.43526370104257,10.75
crt,good,73.94475495657579,30.24
cable,mixed,77.98294011407555,71.4
other,damaged,83.70055585820018,7.0
motor,mixed,80.19835064567857,41.63
motor,good,15.388645104288699,53.7
motor,damaged,94.42024567906614,32.9
battery,damaged,20.024504002205248,45.67
other,mixed,37.62750345991971,7.47
other,damaged,7.352458162528698,7.58
motor,good,155.57235476648714,50.47
other,damaged,89.15043526029362,6.83
pcb,good,40.002882524764324,123.92
battery,good,69.65782043577607,69.87
other,good,40.83675876313161,10.51
cable,good,72.89540929231612,80.62
battery,damaged,15.577208423097517,48.88
crt,damaged,0.5,18.31
pcb,good,0.5,131.76
crt,mixed,47.454926502105494,22.79
other,good,106.58570669981391,9.85
pcb,good,23.167563913588836,131.84
mixed_plastic,good,3.555504394671132,16.36
motor,good,6.063631281497891,50.33
mixed_plastic,damaged,25.235082070002733,9.87
mixed_plastic,damaged,106.36713574410352,10.31
crt,good,30.50287149960258,29.87
cable,mixed,18.452139631629336,57.7
pcb,good,104.93623769401016,119.31
motor,good,19.154345737711232,48.76
other,good,1.0797532425492165,9.69
motor,damaged,0.5,31.11
battery,damaged,62.245436606228424,53.1
cable,good,99.88293864855575,81.44
battery,good,84.72260969645865,73.51
pcb,mixed,0.5,104.64
mixed_plastic,good,121.46388095706784,14.54
mixed_plastic,damaged,1.071190797522803,10.83
magnet_assembly,good,106.98510928308974,64.34
magnet_assembly,good,62.57601682908727,58.47
mixed_plastic,damaged,82.5044121557311,10.19
crt,good,83.68992939039134,32.09
battery,mixed,74.19903382118704,58.7
mixed_plastic,good,73.1571459428494,15.64
mixed_plastic,damaged,68.40169295441865,9.62
magnet_assembly,damaged,0.5,37.5
crt,good,53.4074803244493,29.3
pcb,damaged,69.98743344552625,95.66
lcd_panel,mixed,100.39424763612499,39.87
pcb,mixed,74.65688419258935,95.88
magnet_assembly,good,67.00532986854886,60.07
other,damaged,45.67444038434333,7.49
motor,damaged,94.48402476885354,31.27
lcd_panel,good,17.315487901027637,45.01
battery,damaged,28.66616959907188,53.5
magnet_assembly,good,74.7235206482973,57.88
battery,mixed,65.36781968412241,49.69
other,damaged,75.45273780242604,6.7
other,damaged,70.04679738110184,6.1
