material_category,weight_kg,rate_inr,total_inr,is_anomaly
mixed_plastic,70.22031030367182,11.65,818.28,0
lcd_panel,49.21940788993194,53.37,2626.65,0
lcd_panel,19.29047925482472,52.21,1007.13,0
magnet_assembly,19.534190442569454,45.16,882.15,0
motor,0.5,58.48,29.24,0
motor,63.46849181682445,37.82,2400.54,0
motor,34.528266485706965,44.45,1534.92,0
pcb,49.730553755435906,102.55,5100.11,0
mixed_plastic,36.89525335737937,14.17,522.79,0
crt,79.27856549577268,27.37,2169.87,0
cable,49.23358009673433,89.8,4421.39,0
motor,29.028735613668193,54.74,1588.93,0
mixed_plastic,100.18979349350614,16.14,1616.93,0
battery,100.06115476855597,52.65,5268.7,0
motor,81.79034089887736,50.32,4115.8,0
lcd_panel,130.25634550851748,42.73,5566.31,0
crt,28.8556014304903,21.02,606.58,0
other,126.09132561415885,9.78,1233.77,0
magnet_assembly,74.82847012420713,56.14,4200.65,0
lcd_panel,0.5,33.13,16.56,0
battery,9408.49651614114,70.0,658594.76,1
lcd_panel,56.6746098976662,44.07,2497.46,0
other,48.07947467436595,7.26,349.12,0
magnet_assembly,90.70577888975068,65.68,5957.84,0
magnet_assembly,1.4882301172576646,55.46,82.53,0
crt,0.5,23.53,11.76,0
lcd_panel,11.046866563671792,52.79,583.11,0
battery,20.340182903573307,64.06,1302.93,0
motor,10.370523250348633,41.17,426.98,0
other,47.431848201891455,11.68,554.23,0
cable,5.234967516787528,68.68,359.54,0
cable,5.128079056092886,59.39,304.54,0
crt,17.653598333691463,35.21,621.56,0
battery,78.83374408522742,55.59,4382.09,0
other,0.5,10.95,5.47,0
motor,5.031996122120873,55.7,280.27,0
mixed_plastic,34.44760858162507,15.43,531.39,0
crt,75.34587856285552,30.58,2303.74,0
motor,15.42278745305849,41.92,646.56,0
pcb,77.71103078832951,103.09,8011.42,0
lcd_panel,89.79474775151753,41.95,3767.26,0
crt,28.64621424740326,21.84,625.56,0
crt,0.5,28.33,14.16,0
battery,17.075639715379452,62.6,1069.01,0
crt,72.69025608232,34.19,2485.27,0
lcd_panel,76.57813537439014,33.92,2597.18,0
cable,76.68875757218113,56.55,4336.53,0
motor,89.34944175614255,54.21,4843.94,0
magnet_assembly,79.04959493083858,64.25,5078.8,0
crt,11.456343799171172,24.79,284.03,0
cable,0.5,85.82,42.91,0
lcd_panel,68.77071210014535,51.63,3550.63,0
other,0.5,8.51,4.25,0
motor,108.10612313538772,55.14,5961.41,0
pcb,0.5,102.72,51.36,0
cable,4.698916298971881,82.11,385.82,0
cable,112.1131728079537,75.62,8477.82,0
pcb,2059.2276691591305,120.0,247107.32,1
crt,161.2748722151698,27.47,4430.49,0
magnet_assembly,81.81069145997257,66.95,5476.9,0
pcb,38.917000952549415,133.86,5209.46,0
mixed_plastic,47.15357784232203,14.48,682.95,0
other,34.42641169313366,7.8,268.58,0
cable,0.5,91.04,45.52,0
cable,0.5,68.23,34.12,0
mixed_plastic,17.76052412759266,12.98,230.62,0
battery,45.67345459242544,67.12,3065.81,0
motor,38.897107657617255,45.05,1752.46,0
battery,13.901965476250986,53.88,749.04,0
motor,11.098396130269855,37.59,417.16,0
battery,19.6190098696089,50.35,987.83,0
cable,68.23168252213407,86.58,5907.22,0
crt,95.7574525352779,32.41,3103.52,0
pcb,87.41568600198511,91.36,7986.68,0
lcd_panel,35.81637469988075,45.42,1626.72,0
mixed_plastic,28.177895890524525,14.37,404.99,0
pcb,33.758833823491386,92.35,3117.69,0
magnet_assembly,5788.317175191124,60.0,347299.03,1
battery,19.86481676930435,81.7,1622.86,0
motor,7967.37695593819,50.0,398368.85,1
motor,0.5,36.75,18.38,0
motor,95.15330987773788,56.83,5407.1,0
mixed_plastic,94.43012689658568,16.96,1601.75,0
battery,80.20739895215773,52.27,4192.62,0
battery,45.45985562177222,78.77,3581.09,0
pcb,63.39544556485051,91.02,5770.42,0
mixed_plastic,31.71944720591209,15.35,486.88,0
mixed_plastic,59.016405705199695,14.83,875.24,0
other,52.66961291719487,8.11,427.35,0
pcb,64.99457116537457,125.11,8131.56,0
lcd_panel,58.66878568491532,51.65,3030.39,0
other,0.5,8.97,4.49,0
crt,41.29463572361763,33.56,1385.69,0
lcd_panel,16.239632619514495,46.86,760.96,0
magnet_assembly,24.64026146973943,44.32,1092.17,0
motor,35.60126314303502,44.03,1567.56,0
pcb,82.29561642615613,107.93,8882.18,0
motor,44.12172898251217,41.73,1840.99,0
lcd_panel,108.85259911039782,40.24,4380.04,0
other,47.35353784777669,11.9,563.72,0
crt,7.558533070712592,29.61,223.78,0
magnet_assembly,100.46335062086942,55.28,5553.33,0
lcd_panel,27.122858152062687,36.38,986.65,0
magnet_assembly,82.61296667236057,55.9,4618.42,0
crt,0.5,23.86,11.93,0
other,0.5,10.84,5.42,0
battery,76.34206408016043,49.91,3810.19,0
other,0.5,11.01,5.51,0
pcb,26.327084931788555,138.68,3650.94,0
mixed_plastic,40.906896507426566,12.98,530.87,0
crt,0.5,28.38,14.19,0
other,68.01275307122896,11.92,810.95,0
motor,128.5247214064417,42.5,5462.02,0
other,0.5,8.22,4.11,0
mixed_plastic,76.80939362367037,10.5,806.64,0
crt,33.46948324293207,29.89,1000.55,0
pcb,110.98805474091697,121.72,13509.26,0
mixed_plastic,0.5,12.11,6.06,0
motor,2330.4651353717186,50.0,116523.26,1
mixed_plastic,88.64501302121245,12.88,1141.36,0
mixed_plastic,93.71836443586673,17.81,1669.08,0
crt,88.81850547626664,27.09,2406.14,0
lcd_panel,9.269843943290859,38.18,353.88,0
battery,6.561473170331745,71.45,468.82,0
pcb,0.9148345235991755,100.95,92.35,0
pcb,66.10559827968015,88.29,5836.16,0
motor,52.39411845518737,51.15,2679.97,0
cable,43.09794969940529,85.17,3670.63,0
other,62.85835143563702,7.14,449.06,0
crt,18.361844778463432,24.73,454.01,0
lcd_panel,8.458365718569766,32.86,277.96,0
motor,94.51192782451626,57.17,5403.18,0
cable,63.39934221991699,76.45,4847.07,0
pcb,123.59643996675533,142.37,17596.93,0
mixed_plastic,66.46900428964967,13.57,902.07,0
other,9.43139964812687,8.6,81.12,0
other,60.480662974339026,7.08,428.03,0
cable,87.33691817903457,84.5,7380.34,0
crt,38.05287747820301,21.2,806.86,0
battery,78.3579333116021,61.34,4806.18,0
magnet_assembly,31.33512546060923,66.87,2095.42,0
magnet_assembly,35.25979151375594,44.83,1580.58,0
mixed_plastic,36.15582912879939,13.75,497.16,0
pcb,83.98579130826607,139.79,11740.21,0
cable,3.3691753133213282,75.57,254.62,0
pcb,124.27374651396688,122.69,15247.31,0
cable,81.31227299969694,74.73,6076.39,0
crt,86.96044229028689,35.66,3101.19,0
lcd_panel,94.17910815349866,32.04,3017.09,0
magnet_assembly,44.91365612500463,43.39,1948.73,0
other,38.59246213025362,7.4,285.67,0
pcb,88.30071110573304,135.47,11961.7,0
mixed_plastic,84.41330237666881,14.55,1227.86,0
pcb,0.5,125.29,62.65,0
motor,12.216931203163654,58.22,711.21,0
pcb,76.23535962765558,92.95,7086.28,0
mixed_plastic,46.39244000301936,17.61,816.83,0
motor,90.8196879976633,53.97,4901.25,0
magnet_assembly,125.37724071621201,57.4,7196.2,0
pcb,24.64034166157068,112.8,2779.41,0
mixed_plastic,47.674760747931124,16.5,786.49,0
lcd_panel,55.285101426263,33.65,1860.32,0
mixed_plastic,45.829827387341815,15.97,732.02,0
magnet_assembly,101.51323154700229,67.05,6806.32,0
pcb,31.656561288485758,130.23,4122.52,0
magnet_assembly,48.252526935596045,62.77,3028.59,0
mixed_plastic,17.847325661750503,10.71,191.1,0
other,19.737655518452407,9.25,182.52,0
mixed_plastic,0.5,15.78,7.89,0
pcb,3737.9725798470436,120.0,448556.71,1
crt,78.330648786296,21.07,1650.21,0
crt,81.02701198462756,21.64,1753.75,0
pcb,23.58121920166816,112.55,2654.01,0
mixed_plastic,59.51523080798593,15.28,909.12,0
magnet_assembly,19.442103910225907,61.61,1197.9,0
mixed_plastic,20.79953908542056,58.29,1212.31,1
cable,97.48195685072622,70.81,6902.36,0
magnet_assembly,31.270739889185503,68.61,2145.42,0
mixed_plastic,85.99116813305253,15.47,1330.53,0
magnet_assembly,0.5,68.65,34.32,0
pcb,53.43706437329625,106.35,5682.93,0
cable,70.21678236297967,88.31,6200.68,0
mixed_plastic,40.11682252769122,13.23,530.71,0
lcd_panel,4.813301627578525,37.61,181.04,0
pcb,43.85997217720865,103.73,4549.59,0
battery,9616.467346377685,70.0,673152.71,1
crt,86.27137066701718,27.94,2410.63,0
pcb,66.23401066771596,108.29,7172.73,0
battery,90.04972032373033,81.35,7325.39,0
lcd_panel,81.75197838039462,41.73,3411.36,0
battery,0.5,78.03,39.02,0
other,78.48746630508148,11.6,910.6,0
other,84.47376828239993,9.85,832.39,0
magnet_assembly,79.48159878555067,45.2,3592.4,0
mixed_plastic,57.895809410571104,15.34,888.33,0
crt,51.72483539882595,21.95,1135.16,0
motor,23.18384881424138,38.05,882.17,0
magnet_assembly,17.02246248820901,55.13,938.52,0
other,0.5,10.14,5.07,0
other,71.54012626556174,11.14,796.86,0
pcb,129.74808272595018,106.83,13861.58,0
pcb,67.78070174931807,95.07,6443.64,0
mixed_plastic,40.933511851040016,13.82,565.53,0
lcd_panel,75.96590884281682,49.58,3766.74,0
pcb,5.611166868270622,104.92,588.73,0
battery,40.536155838526085,77.87,3156.47,0
mixed_plastic,73.39813972345777,11.77,863.97,0
motor,52.26826595357062,56.51,2953.72,0
battery,118.88403233981356,50.5,6003.34,0
motor,0.5,36.54,18.27,0
lcd_panel,74.20532063035797,36.33,2696.22,0
other,38.788691476912774,7.25,281.14,0
motor,127.99826077549363,55.13,7056.8,0
battery,56.13300717049032,56.45,3168.7,0
crt,38.89525203453928,22.1,859.61,0
other,2842.34286604756,10.0,28423.43,1
battery,82.73621599397742,56.67,4688.36,0
pcb,34.81136719141247,103.12,3589.82,0
other,37.41594210231804,9.26,346.32,0
magnet_assembly,111.20742495186244,42.45,4720.62,0
crt,29.382428342561695,34.28,1007.21,0
magnet_assembly,7044.867773204875,60.0,422692.07,1
other,36.167143077158215,8.89,321.59,0
cable,64.83890233874463,75.8,4914.56,0
pcb,11.113271754038522,109.61,1218.1,0
cable,0.5,70.43,35.22,0
motor,92.3997247761593,38.56,3563.08,0
crt,89.09503034217653,29.82,2656.89,0
other,71.09159675349308,8.65,614.61,0
magnet_assembly,35.04343415779157,50.55,1771.33,0
motor,62.81904609041867,53.86,3383.64,0
mixed_plastic,0.5,12.81,6.4,0
crt,52.84856829328476,29.56,1562.26,0
motor,58.54433033281294,37.89,2218.41,0
mixed_plastic,47.91956876731819,13.88,665.32,0
lcd_panel,21.263070412606254,46.8,995.02,0
other,31.423928743603568,11.71,367.88,0
cable,106.95595748987405,69.66,7450.99,0
motor,41.22143610620944,38.26,1577.32,0
lcd_panel,40.566889470170835,32.46,1316.62,0
magnet_assembly,106.55098909971709,71.48,7615.89,0
other,33.58975856315652,7.45,250.19,0
cable,77.67784111376906,83.08,6453.58,0
mixed_plastic,55.94890363016153,11.38,636.45,0
crt,30.980610352422286,25.08,776.87,0
magnet_assembly,23.446675886972386,57.42,1346.28,0
mixed_plastic,39.644221191293866,16.78,665.33,0
cable,50.466169513299874,56.82,2867.63,0
mixed_plastic,37.83576540706747,15.59,590.04,0
pcb,75.90233657574484,114.97,8726.3,0
other,85.69508539539632,11.4,976.61,0
magnet_assembly,0.5,51.46,25.73,0
magnet_assembly,33.61922124890121,64.56,2170.29,0
battery,81.99909871656253,75.53,6193.21,0
motor,24.343368399062634,50.37,1226.24,0
battery,94.42710736216368,67.98,6419.57,0
motor,79.52178117566288,35.73,2841.12,0
cable,38.637281593440214,75.37,2912.1,0
other,24.37367909588947,7.69,187.32,0
crt,93.62070698970675,30.73,2877.04,0
lcd_panel,92.77789552496759,49.31,4575.25,0
lcd_panel,49.83429660223382,309.81,15439.01,1
cable,89.74961051471828,56.89,5105.86,0
crt,39.876526359435566,29.39,1172.01,0
magnet_assembly,40.2935992469544,65.61,2643.47,0
magnet_assembly,45.82513580615191,47.72,2186.95,0
magnet_assembly,65.154875427571,50.08,3263.02,0
cable,66.99541213573899,64.15,4297.48,0
mixed_plastic,143.32065673010754,14.3,2048.77,0
cable,101.83711446295003,66.76,6798.26,0
pcb,53.78780070859244,115.97,6237.74,0
lcd_panel,62.99686964112125,41.36,2605.83,0
crt,95.7663388716766,26.32,2520.43,0
other,0.5,11.26,5.63,0
other,80.74461750667847,11.85,956.55,0
battery,51.452293669662374,72.69,3739.85,0
magnet_assembly,89.72345530930718,47.64,4274.82,0
motor,25.05229547359604,57.28,1434.9,0
battery,45.685400060282156,81.22,3710.39,0
magnet_assembly,57.273051503210326,67.26,3852.37,0
mixed_plastic,20.450450987802895,14.53,297.13,0
cable,24.918885926784217,76.67,1910.44,0
other,0.5,7.19,3.6,0
cable,49.25263476501313,95.11,4684.63,0
pcb,64.68799195101552,87.92,5687.06,0
magnet_assembly,48.741145191852645,70.33,3427.87,0
magnet_assembly,69.38117931593209,70.09,4863.24,0
lcd_panel,90.20698817473294,45.58,4111.36,0
other,0.5,10.7,5.35,0
crt,134.15045907783175,34.89,4680.67,0
other,104.38873824579223,8.05,840.69,0
cable,0.5,94.97,47.49,0
magnet_assembly,44.75057562613826,60.51,2707.72,0
lcd_panel,57.83580471374673,32.35,1871.14,0
magnet_assembly,70.34602174189676,49.64,3492.24,0
pcb,88.8086296908487,143.76,12767.55,0
magnet_assembly,38.89720371985233,48.57,1889.31,0
cable,71.82726552761343,56.05,4026.12,0
battery,20.752630363438392,66.77,1385.63,0
motor,0.5,55.09,27.55,0
crt,128.35041491841042,27.15,3485.29,0
cable,27.29405429140205,72.71,1984.54,0
pcb,29.87345923814573,105.55,3153.04,0
cable,9.45576630582125,71.79,678.87,0
crt,26.920429336313347,29.91,805.13,0
other,98.81884492746892,10.75,1061.94,0
other,50.21841510292958,8.05,404.15,0
magnet_assembly,89.32194611624419,67.27,6008.75,0
pcb,0.5,101.38,50.69,0
pcb,11.835549615884005,982.51,11628.5,1
pcb,0.5,137.03,68.51,0
mixed_plastic,57.0147950738929,10.67,608.36,0
mixed_plastic,0.5,11.05,5.53,0
mixed_plastic,92.15814501957138,11.14,1026.77,0
magnet_assembly,59.374387629159294,44.79,2659.13,0
crt,71.3750625136019,23.82,1700.34,0
lcd_panel,7.217603764907125,33.23,239.84,0
magnet_assembly,40.932888916158475,66.27,2712.53,0
crt,29.22634756475479,24.86,726.67,0
magnet_assembly,50.29131948201677,60.15,3025.03,0
lcd_panel,21.85806892685516,38.78,847.73,0
other,81.24953569805476,10.69,868.83,0
mixed_plastic,52.728271304113456,12.49,658.71,0
motor,82.71968397029346,41.25,3411.89,0
motor,83.39133174613397,58.16,4850.41,0
pcb,56.691390688314264,130.4,7392.62,0
battery,7.859433550107013,56.78,446.29,0
crt,104.93505567517332,31.87,3344.54,0
cable,0.5,78.85,39.43,0
other,0.5,10.37,5.18,0
battery,35.23547920308945,77.4,2727.39,0
lcd_panel,82.83891168809066,48.8,4042.25,0
pcb,40.21499667834899,109.9,4419.59,0
battery,16.32908369284496,78.49,1281.6,0
cable,49.98085127725978,62.51,3124.5,0
lcd_panel,51.36575573360849,50.67,2602.52,0
motor,33.12230857250196,48.34,1600.97,0
cable,14.329750192356784,74.11,1061.96,0
battery,56.02581515275037,65.73,3682.7,0
crt,88.73226053039872,32.37,2872.67,0
motor,5.270722425758748,53.67,282.87,0
cable,82.87685929663601,63.42,5256.32,0
pcb,83.15214240507143,130.18,10824.6,0
pcb,2.841576800354474,143.06,406.52,0
cable,67.59618975083654,83.92,5672.61,0
mixed_plastic,93.01116383341892,11.13,1035.02,0
lcd_panel,54.10334275372787,37.61,2034.66,0
cable,12.162429391183672,70.65,859.3,0
other,117.53759494029555,10.41,1224.12,0
crt,14.22519517829258,26.76,380.64,0
mixed_plastic,73.3745395618471,14.01,1028.26,0
magnet_assembly,11.547384329295284,56.87,656.7,0
magnet_assembly,76.51916152380086,64.28,4918.97,0
mixed_plastic,137.30179470572187,11.55,1585.88,0
pcb,93.50418258457647,132.12,12353.57,0
crt,0.5,23.11,11.56,0
crt,52.32766511946422,31.23,1634.43,0
magnet_assembly,0.5,50.35,25.17,0
lcd_panel,26.054074472026542,46.57,1213.43,0
mixed_plastic,41.087135432531014,11.39,468.13,0
cable,60.87013059040099,73.89,4497.62,0
mixed_plastic,0.5,13.24,6.62,0
motor,0.5,47.28,23.64,0
battery,10.917114154343956,49.93,545.14,0
magnet_assembly,4.422103298978108,48.77,215.67,0
lcd_panel,36.522043094853544,42.18,1540.48,0
crt,66.94583154132752,34.55,2312.99,0
lcd_panel,27.468093298164685,50.11,1376.47,0
battery,105.5917031904731,426.11,44993.37,1
crt,128.06892681614465,35.26,4516.18,0
magnet_assembly,34.02973416216152,71.55,2434.69,0
lcd_panel,86.2748213844114,340.08,29339.95,1
motor,81.66981096034888,59.54,4862.64,0
crt,27.12388600760304,22.22,602.72,0
mixed_plastic,63.71825069821224,17.66,1125.13,0
pcb,24.11896798805374,124.83,3010.85,0
crt,0.5,31.22,15.61,0
mixed_plastic,0.5,12.98,6.49,0
lcd_panel,115.85977916155363,51.06,5915.39,0
other,43.53542957167356,7.85,341.59,0
cable,106.01760339193302,93.05,9865.44,0
battery,46.78307000576052,51.77,2421.96,0
mixed_plastic,29.17857314065796,12.58,367.03,0
crt,18.24322870731981,27.36,499.05,0
lcd_panel,60.50567951486762,33.15,2005.91,0
motor,0.5,54.62,27.31,0
pcb,58.13928013809151,115.31,6704.02,0
magnet_assembly,0.5,48.84,24.42,0
cable,102.1702079930385,61.36,6269.16,0
other,32.56332266185888,11.67,380.05,0
cable,151.84218143771167,59.9,9096.01,0
cable,118.49218749750398,89.39,10592.57,0
other,33.75394333704786,11.46,386.93,0
pcb,12.120689375306071,117.21,1420.63,0
cable,11.969800456641757,71.03,850.24,0
other,46.52095609493103,11.94,555.6,0
battery,50.636346335985245,82.41,4173.02,0
magnet_assembly,57.219842243123246,66.24,3790.27,0
crt,9.960276582298313,29.74,296.21,0
crt,34.17975079483159,35.5,1213.48,0
lcd_panel,26.147012436323173,45.94,1201.17,0
battery,71.14539261338237,69.08,4915.0,0
other,14.012892708679857,8.17,114.47,0
pcb,27.0924323828814,107.76,2919.36,0
motor,102.22330863242094,47.15,4819.84,0
lcd_panel,21.46756398879154,39.51,848.25,0
battery,46.0799613286664,74.97,3454.76,0
crt,82.394479394835,28.21,2324.02,0
other,70.64220059102257,8.63,609.58,0
cable,84.78033928000478,58.61,4968.71,0
battery,0.5,65.76,32.88,0
other,113.79680832344059,11.38,1295.43,0
cable,57.00617762665895,90.01,5131.38,0
lcd_panel,21.332643682556895,43.71,932.4,0
pcb,5047.566101390457,120.0,605707.93,1
other,36.518945012744936,10.35,377.79,0
crt,62.95374893646506,21.3,1340.93,0
motor,40.34499310284682,59.41,2396.73,0
lcd_panel,4.511054383907272,41.99,189.41,0
lcd_panel,70.42589632282673,32.25,2270.92,0
other,0.5,8.69,4.34,0
pcb,13.609063826247947,84.2,1145.92,0
battery,35.66448127290719,56.97,2031.77,0
lcd_panel,95.59216865001943,33.27,3180.55,0
motor,76.46946448387791,54.13,4139.27,0
crt,59.127491558438216,30.38,1796.25,0
other,6575.562899256016,10.0,65755.63,1
crt,36.57776427394789,21.16,773.95,0
lcd_panel,14.653947175947224,34.82,510.25,0
pcb,77.93003747622106,124.76,9722.67,0
battery,54.44893339363432,74.21,4040.73,0
pcb,36.90697699710417,125.6,4635.58,0
crt,2.195657589591768,28.0,61.48,0
battery,77.6893954187303,67.28,5226.85,0
battery,56.773521842248115,57.16,3244.89,0
other,4.553628693137178,10.42,47.46,0
magnet_assembly,49.89086213100245,61.58,3072.51,0
crt,8.715434847849544,33.83,294.83,0
motor,93.55538483860244,57.07,5339.56,0
mixed_plastic,16.61677690091362,13.11,217.79,0
cable,10.07897574700165,87.65,883.39,0
crt,39.2479641017034,31.64,1241.84,0
cable,6.192242716654455,82.56,511.23,0
lcd_panel,65.52134753375165,45.34,2970.65,0
pcb,38.34242636211832,116.57,4469.49,0
pcb,89.60332655974756,85.38,7649.91,0
cable,78.17735894986865,89.17,6971.32,0
other,118.60416217375327,11.8,1399.13,0
pcb,0.5,98.28,49.14,0
crt,15.136381157262882,23.5,355.65,0
magnet_assembly,94.37520668065764,566.24,53439.12,1
cable,47.22263726082681,88.7,4188.6,0
magnet_assembly,102.49397677399836,65.73,6736.59,0
battery,0.5,70.48,35.24,0
motor,55.63577120234027,44.69,2486.2,0
other,45.343696227418135,7.45,337.65,0
lcd_panel,109.24946366494379,49.84,5444.9,0
other,80.35391063355186,9.69,778.72,0
mixed_plastic,49.40083178282489,14.65,723.49,0
magnet_assembly,129.3073968643668,47.81,6182.58,0
battery,87.88286753718393,51.56,4531.02,0
pcb,42.80612434929368,123.77,5298.04,0
mixed_plastic,25.72146216509458,11.9,305.98,0
mixed_plastic,103.4045067121639,13.17,1362.13,0
other,0.5,8.45,4.23,0
other,59.70577360230081,10.54,629.29,0
battery,54.77826693623148,76.91,4213.26,0
pcb,97.56779888375789,135.25,13196.22,0
magnet_assembly,76.79771104642485,49.91,3832.62,0
motor,60.15548762662389,48.67,2927.54,0
magnet_assembly,144.7333816960175,51.0,7381.37,0
cable,84.24192379102051,85.84,7231.64,0
other,0.5,41.8,20.9,1
magnet_assembly,78.52103401731796,45.06,3538.0,0
crt,108.22641612571552,25.43,2752.03,0
magnet_assembly,34.566044290843806,48.09,1662.12,0
motor,0.5,49.78,24.89,0
cable,49.0894731328683,94.17,4622.96,0
motor,57.75194855068368,39.9,2304.12,0
lcd_panel,91.08281202576556,33.75,3074.07,0
pcb,94.42050206049761,140.54,13269.45,0
motor,74.1490230183013,50.85,3770.24,0
motor,50.11497483383819,36.89,1848.92,0
magnet_assembly,64.56061765855848,43.96,2838.34,0
other,8.975895630157957,9.85,88.4,0
lcd_panel,41.79638973262989,49.59,2072.64,0
pcb,101.80594176781372,96.6,9834.78,0
mixed_plastic,66.19765415261372,15.29,1012.3,0
magnet_assembly,83.70101431320762,71.41,5977.41,0
pcb,125.3304626746697,111.73,14002.78,0
pcb,0.5,113.41,56.71,0
pcb,59.72196561387405,103.44,6177.42,0
pcb,2.1393980739626812,124.68,266.74,0
cable,0.5,62.62,31.31,0
crt,39.87440202158776,34.46,1374.08,0
lcd_panel,114.74672184834506,43.66,5010.29,0
pcb,69.56936054200142,92.6,6441.97,0
pcb,8193.523933714598,120.0,983222.87,1
lcd_panel,38.389889766401645,44.94,1725.16,0
mixed_plastic,0.5,15.71,7.86,0
cable,3.457472810958137,74.49,257.54,0
pcb,52.22750228282257,108.17,5649.55,0
crt,0.5,25.53,12.77,0
lcd_panel,69.60054997652438,31.58,2197.7,0
pcb,3.749870754274937,111.85,419.43,0
pcb,62.392764222837144,97.92,6109.44,0
pcb,108.41666434658225,123.21,13358.29,0
mixed_plastic,60.179710968707525,14.61,879.51,0
mixed_plastic,0.5,13.57,6.78,0
motor,48.49681634204304,37.68,1827.6,0
motor,54.174751274776725,36.95,2001.9,0
other,28.638558827246733,89.84,2572.84,1
mixed_plastic,28.735977827327236,11.79,338.72,0
lcd_panel,50.63570567791703,47.41,2400.55,0
pcb,121.38235555414344,97.03,11778.22,0
lcd_panel,43.38303791272426,40.13,1740.76,0
other,104.75065118373767,53.78,5633.03,1
cable,127.36191397747363,83.16,10590.93,0
battery,39.48954888565425,52.02,2054.22,0
cable,97.59688024977999,82.62,8062.98,0
pcb,1.1481046157909844,84.96,97.55,0
motor,84.57565989626659,57.1,4829.45,0
crt,68.62368701580795,29.26,2008.03,0
cable,4.998037618107475,86.86,434.12,0
crt,69.01481735414337,22.53,1554.97,0
cable,60.084820066109394,57.33,3444.53,0
lcd_panel,61.31752141843478,40.35,2474.09,0
other,15.700851622887434,8.67,136.16,0
pcb,0.5,93.43,46.72,0
pcb,42.25590415970404,136.22,5756.16,0
pcb,79.22970751335471,133.25,10557.41,0
motor,0.5,45.87,22.94,0
magnet_assembly,60.328109388045476,49.04,2958.52,0
battery,38.4536735728308,70.29,2702.92,0
cable,61.53676299636135,71.28,4386.27,0
crt,70.33196264599228,23.88,1679.84,0
other,62.355851730771874,7.42,462.58,0
cable,65.54025295437732,78.43,5140.3,0
magnet_assembly,33.07105068932705,56.94,1883.21,0
battery,33.700976504883954,77.09,2597.98,0
crt,78.23135540816125,29.65,2319.32,0
battery,49.71038405623413,70.15,3487.11,0
magnet_assembly,150.84122504114535,54.3,8190.14,0
other,104.57141814988509,8.15,852.59,0
pcb,36.07371517762114,103.59,3736.87,0
other,23.217550810682127,11.93,276.91,0
mixed_plastic,66.7820176765565,16.5,1101.85,0
magnet_assembly,0.5,323.54,161.77,1
motor,53.70432004905978,46.48,2496.37,0
mixed_plastic,38.62496563677357,15.62,603.27,0
mixed_plastic,50.127919624611536,11.85,594.2,0
crt,29.005621587022613,27.25,790.37,0
crt,96.92916365173991,25.15,2438.06,0
mixed_plastic,50.03502344962483,11.43,572.07,0
mixed_plastic,10.358765834931837,13.27,137.49,0
mixed_plastic,37.022891657885864,11.97,443.12,0
crt,0.5,35.35,17.68,0
magnet_assembly,76.90845041634574,65.69,5052.19,0
other,6606.0006681624845,10.0,66060.01,1
cable,84.68234701486328,91.6,7756.89,0
pcb,4301.972100411185,120.0,516236.65,1
other,0.5,8.65,4.32,0
cable,33.30938538710426,62.91,2095.35,0
other,46.66357061013755,10.71,499.82,0
pcb,74.94788270231899,99.56,7462.07,0
motor,0.5,35.61,17.81,0
motor,112.36729161929405,37.9,4258.17,0
battery,48.04894941997532,56.14,2697.58,0
pcb,73.61306497766715,116.27,8558.71,0
other,78.19472327188282,10.96,856.76,0
lcd_panel,84.48445516134939,43.76,3697.01,0
lcd_panel,1.6958196973415625,47.67,80.85,0
lcd_panel,0.5,355.73,177.87,1
battery,103.85350825405447,60.3,6262.28,0
motor,35.33129325695867,56.75,2005.18,0
crt,36.12544048301558,32.18,1162.38,0
motor,58.74275555494863,44.84,2633.85,0
lcd_panel,116.7523232520282,52.8,6164.87,0
magnet_assembly,117.03675150437506,69.15,8093.01,0
crt,72.43045072022292,24.39,1766.24,0
lcd_panel,44.02423145590301,43.25,1903.88,0
cable,0.5,80.33,40.17,0
other,58.79032335760573,10.96,644.35,0
motor,0.5,52.41,26.2,0
mixed_plastic,103.49688166290892,15.77,1632.17,0
motor,39.81176236512949,41.39,1647.94,0
mixed_plastic,0.5,13.63,6.82,0
crt,41.958449125334596,35.58,1493.07,0
lcd_panel,0.5,51.65,25.82,0
cable,105.42300935765924,70.4,7421.62,0
mixed_plastic,84.8932843761347,15.97,1355.38,0
lcd_panel,7.062580246690722,43.33,306.0,0
lcd_panel,75.29834744592705,39.47,2971.66,0
other,69.10404510649174,8.8,608.42,0
crt,92.73363768093061,27.53,2553.24,0
other,34.42699278512694,7.37,253.73,0
motor,76.31530030001429,40.42,3084.92,0
lcd_panel,0.5,51.35,25.67,0
battery,27.834562151587086,76.25,2122.28,0
cable,19.45837651696543,65.92,1282.6,0
battery,60.19938929910947,71.59,4309.8,0
mixed_plastic,97.7416988401975,12.95,1266.2,0
pcb,0.5,115.67,57.84,0
magnet_assembly,30.03936659529661,43.34,1302.0,0
mixed_plastic,1.1842347374366753,13.72,16.25,0
pcb,60.30346776529355,107.88,6505.39,0
magnet_assembly,57.130924643856844,56.09,3204.28,0
cable,29.872187322028253,65.98,1970.91,0
other,75.31274544436398,8.18,616.12,0
cable,29.608410841610553,77.13,2283.57,0
cable,121.2744121420391,62.36,7562.79,0
magnet_assembly,62.039874404127524,69.23,4294.85,0
magnet_assembly,40.15557944568749,54.34,2182.17,0
battery,5.174865346446879,82.76,428.27,0
